,HW,D,AW,Over,Under,HomeTeam,AwayTeam,BO2.5,BU2.5,BHD,BAD,THG,TAG,HPr5MW,HPr5MD,HPr5ML,aPr5MW,aPr5MD,aPr5ML,HWH2H,DH2H,AWH2H
1077,1,0,0,1,0,Rennes,Toulouse,2.1,1.72,1.7894736842105263,0.7852193995381062,6,7,1,1,3,1,1,3,2,2,1
1078,1,0,0,0,1,Strasbourg,Nice,2.2,1.66,1.6,0.7619047619047619,2,3,2,0,3,0,1,4,3,1,1
1079,0,1,0,0,1,Reims,Nimes,2.2,1.66,1.8579234972677594,0.7157894736842105,5,3,3,1,1,0,3,2,0,2,1
1080,0,1,0,0,1,Montpellier,Angers,2.37,1.57,1.3777777777777778,0.8857142857142858,2,3,1,2,2,1,2,2,1,3,1
1081,1,0,0,0,1,Lyon,Metz,1.8,2.0,3.125,0.6,4,4,1,2,2,2,1,2,5,0,0
1082,1,0,0,0,1,Brest,Dijon,2.2,1.66,1.3913043478260871,0.9696969696969698,8,3,3,1,1,2,2,1,1,1,1
1083,1,0,0,1,0,Lille,Bordeaux,2.1,1.72,1.9672131147540983,0.8314087759815243,9,6,2,2,1,2,0,3,2,1,2
1084,0,0,1,0,1,Nantes,Monaco,2.0,1.8,1.0999999999999999,1.375,3,11,3,0,2,4,1,0,1,0,4
1085,1,0,0,0,1,Marseille,Strasbourg,2.1,1.72,1.9459459459459458,0.8314087759815243,5,3,1,3,1,2,0,3,3,2,0
1086,1,0,0,1,0,Monaco,Rennes,1.9,1.9,2.0270270270270268,0.8928571428571428,13,4,3,1,1,0,2,3,2,2,1
1087,0,0,1,0,1,Bordeaux,St Etienne,2.3,1.61,1.3913043478260871,0.9696969696969698,8,4,2,1,2,3,0,2,3,0,2
1088,1,0,0,1,0,Toulouse,Lille,2.0,1.8,0.9166666666666666,1.5714285714285712,5,7,1,1,3,1,3,1,2,1,2
1089,1,0,0,0,1,Reims,Montpellier,2.62,1.5,1.3488372093023255,0.6904761904761905,5,4,3,1,1,2,1,2,2,0,3
1090,0,1,0,0,1,Nimes,Amiens,2.0,1.8,1.5476190476190474,0.8552631578947368,4,8,1,2,2,2,2,1,1,1,1
1091,1,0,0,0,1,Metz,Nantes,2.62,1.5,1.111111111111111,1.0452961672473868,5,4,2,1,2,3,0,2,2,2,1
1092,0,0,1,0,1,Angers,Brest,2.0,1.8,2.2360248447204967,0.5538461538461539,7,8,2,1,2,2,2,1,0,0,1
1093,0,1,0,0,1,Lyon,Dijon,1.53,2.5,3.9473684210526314,0.525,2,4,0,2,3,2,2,1,2,2,1
1094,0,0,1,1,0,Nice,Paris SG,1.72,2.1,0.6,3.125,5,10,1,1,3,4,0,1,0,1,4
1095,1,0,0,0,1,St Etienne,Lyon,1.53,2.5,1.0588235294117647,1.7142857142857142,5,4,2,1,2,0,2,3,1,1,3
1096,0,0,1,0,1,Rennes,Reims,2.5,1.53,1.409090909090909,0.8611111111111112,2,4,0,3,2,2,1,2,1,1,3
1097,0,1,0,1,0,Lille,Nimes,1.8,2.0,2.25,0.5538461538461539,8,3,2,3,0,1,2,2,2,1,0
1098,0,0,1,1,0,Toulouse,Bordeaux,2.2,1.66,1.24,1.0,5,10,0,2,3,3,1,1,1,0,4
1099,1,0,0,0,1,Nantes,Nice,2.2,1.66,1.6097560975609757,0.868421052631579,5,5,4,0,1,1,1,3,1,2,2
1100,1,0,0,0,1,Dijon,Strasbourg,2.3,1.61,1.1481481481481481,1.1071428571428572,4,3,2,2,1,2,0,3,2,1,2
1101,1,0,0,0,1,Brest,Metz,2.2,1.66,1.3,1.120689655172414,7,4,1,3,1,1,1,3,1,0,0
1102,1,0,0,1,0,Paris SG,Angers,1.36,3.2,6.25,0.625,7,8,4,0,1,2,1,2,5,0,0
1103,1,0,0,1,0,Amiens,Marseille,2.3,1.61,1.015625,1.4130434782608696,9,7,2,2,1,1,3,1,1,0,4
1104,0,1,0,0,1,Marseille,Rennes,2.0,1.8,1.8947368421052633,0.9,7,3,2,3,0,0,3,2,1,3,1
1105,0,0,1,0,1,Nimes,St Etienne,1.9,1.9,1.350210970464135,1.0,4,4,2,1,2,1,1,3,0,1,2
1106,1,0,0,0,1,Strasbourg,Montpellier,2.37,1.57,1.3913043478260871,0.9846153846153847,5,4,2,1,2,2,1,2,1,3,1
1107,0,0,1,1,0,Reims,Dijon,2.3,1.61,1.9767441860465116,0.591304347826087,5,3,2,1,2,1,2,2,0,2,1
1108,0,1,0,0,1,Nice,Lille,2.1,1.72,1.103448275862069,1.254901960784314,7,6,2,1,2,2,2,1,2,2,1
1109,1,0,0,1,0,Monaco,Brest,1.66,2.2,2.6666666666666665,0.5333333333333333,12,5,2,2,1,0,3,2,1,0,0
1110,0,1,0,1,0,Metz,Toulouse,2.2,1.66,1.5476190476190474,0.8552631578947368,4,6,1,1,3,1,2,2,1,4,0
1111,0,1,0,0,1,Angers,Amiens,2.3,1.61,1.9428571428571428,0.6181818181818182,10,6,3,1,1,1,2,2,2,3,0
1112,0,0,1,0,1,Bordeaux,Paris SG,1.66,2.2,0.7916666666666666,3.1666666666666665,8,5,2,2,1,4,0,1,0,1,4
1113,0,0,1,0,1,Lyon,Nantes,1.9,1.9,2.451612903225806,0.5428571428571428,5,5,0,3,2,4,0,1,0,0,1
1114,0,0,1,0,1,Paris SG,Reims,1.36,3.2,7.017543859649123,0.42105263157894735,8,4,4,0,1,2,1,2,2,1,2
1115,0,0,1,0,1,Toulouse,Angers,2.1,1.72,1.1272727272727272,1.1272727272727272,4,12,1,1,3,4,0,1,2,2,1
1116,0,0,1,0,1,St Etienne,Metz,2.0,1.8,1.9444444444444444,0.7368421052631579,3,2,0,1,4,1,0,4,1,2,2
1117,1,0,0,0,1,Nantes,Rennes,2.37,1.57,1.347826086956522,0.911764705882353,6,4,4,0,1,1,2,2,1,2,2
1118,1,0,0,0,1,Montpellier,Nimes,2.1,1.72,1.7894736842105263,0.7852193995381062,5,6,3,1,1,2,2,1,2,1,0
1119,1,0,0,0,1,Lille,Strasbourg,2.2,1.66,1.8579234972677594,0.7157894736842105,8,4,3,1,1,1,1,3,2,2,1
1120,0,1,0,1,0,Brest,Lyon,1.8,2.0,0.7999999999999999,2.2093023255813953,5,5,1,3,1,0,3,2,0,4,1
1121,0,0,1,1,0,Amiens,Bordeaux,2.62,1.5,1.2,0.9375,6,10,1,1,3,3,2,0,1,2,2
1122,1,0,0,1,0,Monaco,Nice,1.8,2.0,1.75,0.9210526315789475,10,7,1,3,1,2,0,3,1,2,2
1123,0,1,0,0,1,Dijon,Marseille,2.0,1.8,0.9722222222222222,1.75,1,8,0,2,3,3,2,0,0,1,4
1124,0,0,1,0,1,Lyon,Paris SG,1.4,3.0,1.0256410256410258,2.162162162162162,9,9,1,2,2,4,0,1,2,0,3
1125,1,0,0,1,0,Angers,St Etienne,2.0,1.8,1.5348837209302326,0.9428571428571428,10,4,3,0,2,0,2,3,1,2,2
1126,0,1,0,0,1,Rennes,Lille,2.3,1.61,1.2653061224489794,1.0,6,6,2,2,1,2,1,2,3,1,1
1127,0,1,0,0,1,Reims,Monaco,2.2,1.66,1.2307692307692308,1.1149825783972125,2,7,1,2,2,0,3,2,1,3,1
1128,1,0,0,0,1,Nimes,Toulouse,1.9,1.9,1.6585365853658538,0.9066666666666666,7,5,2,2,1,2,1,2,1,0,2
1129,1,0,0,1,0,Nice,Dijon,2.0,1.8,2.0,0.591304347826087,8,1,3,0,2,0,1,4,3,0,2
1130,0,0,1,1,0,Metz,Amiens,2.62,1.5,1.4761904761904763,0.775,4,6,1,0,4,2,1,2,0,0,3
1131,0,1,0,1,0,Bordeaux,Brest,2.2,1.66,1.8888888888888888,0.6799999999999999,8,4,2,3,0,1,3,1,1,3,1
1132,0,1,0,0,1,Marseille,Montpellier,2.1,1.72,1.6,0.7619047619047619,8,5,3,1,1,2,2,1,1,3,1
1133,1,0,0,1,0,Strasbourg,Nantes,2.5,1.53,1.2244897959183672,0.9677419354838709,4,6,1,2,2,3,0,2,2,0,3
1134,0,0,1,1,0,Monaco,Marseille,1.9,1.9,1.5,1.2857142857142858,7,8,0,2,3,4,0,1,1,2,2
1135,0,1,0,1,0,St Etienne,Toulouse,1.9,1.9,2.484472049689441,0.7272727272727273,5,6,1,2,2,2,2,1,3,2,0
1136,1,0,0,0,1,Nantes,Reims,2.62,1.5,1.5121951219512197,0.775,5,4,3,0,2,2,1,2,2,1,2
1137,1,0,0,1,0,Montpellier,Nice,2.5,1.53,1.75,0.9333333333333333,4,8,2,1,2,3,0,2,3,0,2
1138,0,1,0,0,1,Dijon,Nimes,1.9,1.9,1.222222222222222,1.2595419847328244,1,6,0,1,4,1,2,2,0,1,2
1139,0,1,0,0,1,Brest,Rennes,2.1,1.72,1.0,1.4666666666666666,3,6,1,3,1,3,1,1,0,3,2
1140,1,0,0,0,1,Bordeaux,Metz,2.5,1.53,1.7837837837837835,0.6947368421052631,7,4,2,2,1,1,1,3,5,0,0
1141,1,0,0,0,1,Paris SG,Strasbourg,1.44,2.75,5.833333333333334,0.5384615384615384,11,3,4,0,1,0,3,2,2,2,1
1142,0,1,0,1,0,Amiens,Lyon,1.9,1.9,0.75,2.1802325581395348,5,12,1,1,3,2,2,1,0,1,4
1143,1,0,0,1,0,Lille,Angers,2.2,1.66,1.6410256410256412,0.7111111111111111,7,9,3,0,2,3,0,2,2,1,2
1144,1,0,0,0,1,Marseille,St Etienne,1.9,1.9,1.707317073170732,0.9722222222222222,9,4,4,0,1,1,2,2,3,1,1
1145,0,1,0,1,0,Strasbourg,Monaco,2.2,1.66,1.1851851851851851,1.1636363636363638,4,4,1,3,1,0,2,3,2,1,2
1146,0,0,1,1,0,Rennes,Nice,2.3,1.61,2.0348837209302326,0.6363636363636364,9,9,4,0,1,4,0,1,0,2,3
1147,1,0,0,0,1,Reims,Lille,2.62,1.5,1.0,1.0250000000000001,7,6,3,1,1,2,0,3,2,2,1
1148,1,0,0,0,1,Toulouse,Amiens,2.5,1.53,1.4634146341463417,0.7142857142857143,5,5,2,1,2,2,0,3,2,2,1
1149,1,0,0,1,0,Nimes,Brest,1.9,1.9,1.625,0.7738095238095237,8,4,1,1,3,1,2,2,1,0,0
1150,1,0,0,0,1,Nantes,Montpellier,2.37,1.57,1.4761904761904763,0.8266666666666667,5,2,2,1,2,1,1,3,3,1,1
1151,1,0,0,0,1,Angers,Dijon,2.1,1.72,2.1176470588235294,0.72,9,3,3,1,1,1,0,4,4,0,1
1152,0,1,0,0,1,Lyon,Bordeaux,1.61,2.3,3.676470588235294,0.5882352941176471,13,6,3,1,1,2,2,1,1,3,1
1153,0,0,1,0,1,Metz,Paris SG,1.8,2.0,0.6333333333333333,3.3928571428571432,4,11,1,1,3,3,0,2,0,0,5
1154,0,0,1,1,0,Nice,Marseille,2.1,1.72,1.0666666666666667,1.3333333333333335,7,8,3,0,2,3,0,2,0,0,5
1155,1,0,0,1,0,Lille,St Etienne,2.0,1.8,1.4545454545454546,0.9411764705882354,11,7,3,0,2,2,2,1,4,0,1
1156,1,0,0,0,1,Montpellier,Lyon,1.9,1.9,0.9444444444444444,1.6585365853658538,3,16,1,2,2,4,0,1,1,3,1
1157,1,0,0,1,0,Paris SG,Toulouse,1.25,4.0,9.09090909090909,0.47619047619047616,13,5,3,0,2,1,1,3,5,0,0
1158,0,0,1,0,1,Strasbourg,Rennes,2.3,1.61,1.1272727272727272,1.1481481481481481,2,10,1,2,2,5,0,0,2,0,3
1159,0,1,0,1,0,Monaco,Nimes,1.8,2.0,2.3749999999999996,0.6333333333333333,4,7,1,1,3,0,2,3,0,2,1
1160,0,0,1,0,1,Dijon,Bordeaux,2.2,1.66,1.183206106870229,1.1071428571428572,3,5,1,0,4,2,1,2,1,1,3
1161,1,0,0,0,1,Brest,Reims,2.37,1.57,1.111111111111111,1.0452961672473868,5,7,1,2,2,2,1,2,1,1,1
1162,1,0,0,1,0,Angers,Metz,2.37,1.57,1.5476190476190474,0.8666666666666667,7,4,2,1,2,1,1,3,3,0,2
1163,0,0,1,1,0,Amiens,Nantes,2.62,1.5,1.1923076923076923,1.1071428571428572,5,5,2,0,3,1,2,2,1,0,4
1164,1,0,0,1,0,Rennes,Paris SG,1.44,2.75,0.65625,3.8602941176470584,9,11,4,1,0,3,0,2,2,0,3
1165,0,1,0,0,1,Reims,Strasbourg,2.5,1.53,1.6,0.8,7,3,2,1,2,1,2,2,1,1,1
1166,0,1,0,0,1,St Etienne,Brest,1.8,2.0,2.329192546583851,0.625,7,4,2,2,1,0,2,3,3,2,0
1167,1,0,0,0,1,Toulouse,Dijon,2.1,1.72,1.4761904761904763,0.775,5,5,1,2,2,2,0,3,1,1,3
1168,0,0,1,1,0,Nimes,Nice,2.0,1.8,1.5714285714285712,0.9166666666666666,6,7,1,1,3,3,1,1,0,0,3
1169,1,0,0,1,0,Metz,Monaco,2.37,1.57,1.0666666666666667,1.28,5,2,1,1,3,1,0,4,1,0,4
1170,0,1,0,0,1,Bordeaux,Montpellier,2.5,1.53,1.1450381679389312,1.0,3,3,1,1,3,1,2,2,1,1,3
1171,1,0,0,0,1,Amiens,Lille,2.5,1.53,0.9393939393939394,1.3080168776371308,4,9,2,1,2,3,0,2,3,0,2
1172,1,0,0,1,0,Lyon,Angers,1.57,2.37,2.8866666666666667,0.7216666666666667,19,5,5,0,0,1,1,3,3,2,0
1173,1,0,0,1,0,Paris SG,Nimes,1.3,3.5,9.09090909090909,0.43478260869565216,11,8,3,1,1,2,1,2,3,0,0
1174,0,1,0,0,1,Strasbourg,Metz,2.3,1.61,1.5609756097560978,0.8,4,3,1,2,2,0,1,4,0,2,1
1175,1,0,0,1,0,Lille,Nantes,2.37,1.57,1.6923076923076923,0.7857142857142856,11,6,3,1,1,1,2,2,4,1,0
1176,1,0,0,1,0,Nice,Amiens,2.5,1.53,1.3636363636363635,0.7894736842105263,6,4,2,2,1,1,2,2,3,0,2
1177,0,0,1,0,1,Montpellier,Rennes,2.3,1.61,1.3777777777777778,0.8857142857142858,3,9,1,2,2,3,2,0,0,3,2
1178,0,0,1,1,0,Dijon,St Etienne,2.0,1.8,0.8,1.5609756097560978,5,9,2,0,3,3,1,1,0,1,4
1179,0,1,0,0,1,Brest,Toulouse,2.1,1.72,1.350210970464135,1.032258064516129,4,6,0,1,4,0,3,2,0,3,2
1180,1,0,0,1,0,Angers,Bordeaux,2.5,1.53,1.3080168776371308,0.96875,6,4,2,1,2,1,0,4,2,2,1
1181,0,0,1,0,1,Marseille,Reims,2.0,1.8,2.108433734939759,0.5833333333333334,7,8,2,1,2,2,1,2,1,1,3
1182,0,0,1,1,0,Monaco,Lyon,1.9,1.9,1.0999999999999999,1.3924050632911391,4,15,1,0,4,4,1,0,2,0,3
1183,1,0,0,1,0,Rennes,Lille,1.54,2.44,1.3740458015267176,1.44,10,14,2,3,0,3,1,1,4,0,1
1184,1,0,0,1,0,Reims,Paris SG,1.33,3.19,0.7692307692307693,3.4482758620689657,6,10,1,1,3,2,1,2,1,1,3
1185,0,0,1,1,0,Nimes,Lyon,1.27,3.67,1.1176470588235294,1.9,8,15,2,1,2,4,1,0,0,0,2
1186,1,0,0,0,1,Nice,Monaco,1.95,1.84,1.129032258064516,1.5555555555555556,7,6,2,2,1,1,1,3,2,2,1
1187,0,0,1,0,1,Nantes,Strasbourg,1.62,2.27,2.303030303030303,0.6909090909090909,8,3,2,2,1,1,2,2,3,0,1
1188,1,0,0,0,1,Marseille,Montpellier,1.55,2.44,2.27027027027027,1.12,10,6,3,1,1,2,2,1,2,2,1
1189,1,0,0,1,0,Dijon,Toulouse,1.53,2.48,3.0,0.75,4,5,2,0,3,0,2,3,3,2,0
1190,0,0,1,0,1,Caen,Bordeaux,2.19,1.67,2.0930232558139537,0.6857142857142857,4,4,2,1,2,1,0,4,2,1,2
1191,0,1,0,0,1,Angers,St Etienne,1.58,2.33,1.297709923664122,1.297709923664122,4,9,1,2,2,3,1,1,0,2,3
1192,1,0,0,1,0,Amiens,Guingamp,1.98,1.82,2.6143790849673203,0.6153846153846154,3,4,1,3,1,0,3,2,3,1,0
1193,0,0,1,1,0,Toulouse,Marseille,1.89,1.9,0.9705882352941176,1.4999999999999998,4,11,0,3,2,3,1,1,0,1,4
1194,0,0,1,0,1,Strasbourg,Rennes,1.73,2.09,1.434782608695652,1.0153846153846153,3,9,0,2,3,1,3,1,2,0,2
1195,1,0,0,1,0,St Etienne,Nice,1.74,2.07,2.5477707006369426,0.6666666666666666,10,5,4,0,1,1,2,2,2,1,2
1196,1,0,0,1,0,Paris SG,Dijon,1.36,3.08,4.230769230769231,0.55,12,5,3,1,1,2,0,3,5,0,0
1197,0,1,0,0,1,Montpellier,Nantes,1.79,2.02,2.111111111111111,0.8775981524249422,9,11,3,2,0,3,2,0,1,1,3
1198,1,0,0,0,1,Monaco,Amiens,2.02,1.79,2.3602484472049685,0.6333333333333333,7,3,1,1,3,0,3,2,2,2,0
1199,1,0,0,1,0,Lyon,Caen,1.39,2.91,5.833333333333334,0.5384615384615384,14,5,4,1,0,3,1,1,3,1,1
1200,1,0,0,1,0,Lille,Angers,1.8,2.0,2.6143790849673203,0.5714285714285714,13,4,3,2,0,1,1,3,1,1,3
1201,0,1,0,1,0,Guingamp,Nimes,1.75,2.07,1.2142857142857144,1.3599999999999999,4,8,0,3,2,3,1,1,0,2,0
1202,0,1,0,0,1,Rennes,Guingamp,1.86,1.94,1.794871794871795,0.875,7,5,0,4,1,0,3,2,0,2,3
1203,0,0,1,1,0,Marseille,Lyon,1.54,2.44,1.2666666666666666,1.727272727272727,6,11,2,1,2,3,1,1,0,0,5
1204,1,0,0,0,1,Lille,Bordeaux,1.65,2.23,3.3928571428571432,0.59375,13,3,3,2,0,0,0,5,1,1,3
1205,1,0,0,0,1,Nimes,Monaco,1.65,2.24,1.1176470588235294,1.853658536585366,7,5,3,0,2,0,2,3,1,1,0
1206,0,1,0,0,1,Nice,Nantes,2.19,1.67,1.24,1.0,5,10,1,3,1,3,1,1,2,3,0
1207,1,0,0,1,0,Dijon,Strasbourg,2.02,1.79,1.707317073170732,0.9722222222222222,5,6,2,1,2,0,3,2,1,1,2
1208,1,0,0,1,0,Caen,Reims,2.59,1.49,1.2916666666666667,1.0,5,3,3,1,1,0,2,3,3,1,1
1209,0,0,1,1,0,Angers,Paris SG,1.45,2.55,0.7216666666666667,2.8300653594771243,5,10,2,1,2,2,1,2,0,0,5
1210,0,1,0,0,1,Amiens,Toulouse,2.46,1.54,1.3913043478260871,0.9696969696969698,3,3,0,4,1,0,3,2,1,2,1
1211,0,0,1,0,1,St Etienne,Montpellier,1.71,2.14,2.1714285714285713,0.7999999999999999,10,10,4,0,1,4,1,0,1,1,3
1212,0,1,0,1,0,Toulouse,Rennes,1.99,1.82,1.434782608695652,1.0153846153846153,4,7,1,2,2,0,3,2,1,3,1
1213,1,0,0,1,0,Nantes,Dijon,2.09,1.74,1.842105263157895,0.8333333333333333,11,6,3,0,2,2,1,2,2,1,2
1214,0,1,0,0,1,Montpellier,Amiens,2.13,1.71,2.1802325581395348,0.75,9,5,3,1,1,0,4,1,1,3,0
1215,0,0,1,1,0,Monaco,St Etienne,1.75,2.07,1.4583333333333335,1.2195121951219512,6,12,0,3,2,4,1,0,3,0,2
1216,0,1,0,1,0,Lyon,Lille,1.54,2.44,2.4096385542168677,0.8,9,13,3,1,1,2,3,0,0,3,2
1217,0,0,1,1,0,Reims,Nimes,1.96,1.84,1.794871794871795,0.875,2,9,0,3,2,3,0,2,0,1,1
1218,0,1,0,0,1,Paris SG,Nice,1.28,3.55,4.8,0.5454545454545454,9,5,1,1,3,2,2,1,3,1,1
1219,0,1,0,0,1,Guingamp,Caen,2.53,1.51,1.736842105263158,0.7333333333333333,5,2,0,3,2,2,1,2,0,4,1
1220,0,0,1,0,1,Bordeaux,Angers,2.25,1.64,1.3777777777777778,0.8857142857142858,5,7,1,0,4,2,2,1,1,3,1
1221,0,1,0,0,1,Strasbourg,Marseille,1.85,1.97,0.9210526315789475,1.75,7,8,0,4,1,2,2,1,0,2,2
1222,0,1,0,1,0,Rennes,Monaco,1.94,1.87,0.9428571428571428,1.5348837209302326,8,4,0,3,2,0,3,2,1,2,2
1223,1,0,0,1,0,Montpellier,Paris SG,1.64,2.25,0.8314087759815243,1.9672131147540983,10,10,4,0,1,1,1,3,1,1,3
1224,1,0,0,0,1,St Etienne,Toulouse,1.77,2.05,2.6666666666666665,0.6153846153846154,11,2,4,1,0,1,1,3,4,1,0
1225,1,0,0,1,0,Nice,Guingamp,2.52,1.52,1.6,0.8,5,5,3,1,1,0,2,3,4,1,0
1226,1,0,0,1,0,Lille,Nimes,1.76,2.06,2.6666666666666665,0.6153846153846154,14,8,3,2,0,3,0,2,2,0,0
1227,1,0,0,0,1,Caen,Dijon,2.36,1.58,1.1071428571428572,1.183206106870229,3,6,3,0,2,2,1,2,3,0,2
1228,0,1,0,0,1,Angers,Reims,2.36,1.58,1.24,1.0689655172413794,8,2,1,3,1,0,3,2,0,3,1
1229,0,1,0,0,1,Amiens,Strasbourg,2.2,1.67,1.4761904761904763,0.8266666666666667,4,10,0,4,1,1,3,1,2,1,1
1230,0,0,1,1,0,Bordeaux,Lyon,1.7,2.15,0.7142857142857143,2.2058823529411766,5,10,1,1,3,4,0,1,1,3,1
1231,0,1,0,0,1,Toulouse,Lille,2.15,1.7,0.8266666666666667,1.4418604651162792,3,9,1,2,2,2,2,1,1,2,2
1232,0,0,1,0,1,Reims,St Etienne,2.4,1.56,1.24,1.0,2,14,1,2,2,4,1,0,0,1,4
1233,1,0,0,1,0,Paris SG,Monaco,1.41,2.83,3.0,0.6923076923076923,9,3,2,1,2,1,2,2,4,1,0
1234,1,0,0,1,0,Nantes,Amiens,2.52,1.52,1.6666666666666667,0.7505773672055427,8,4,2,0,3,0,4,1,3,0,1
1235,0,0,1,1,0,Strasbourg,Montpellier,2.22,1.65,1.1923076923076923,1.0333333333333334,12,9,1,3,1,3,0,2,0,3,1
1236,1,0,0,1,0,Nimes,Bordeaux,2.14,1.71,1.5813953488372092,1.0,9,4,3,0,2,1,2,2,1,1,0
1237,0,0,1,0,1,Nice,Caen,2.6,1.49,1.80327868852459,0.6599999999999999,3,2,2,2,1,2,0,3,1,3,1
1238,0,0,1,1,0,Guingamp,Marseille,2.2,1.67,0.9,1.8947368421052633,6,8,1,2,2,3,1,1,0,1,4
1239,1,0,0,1,0,Lyon,Angers,1.52,2.48,4.230769230769231,0.55,9,7,3,1,1,1,3,1,3,2,0
1240,1,0,0,1,0,Dijon,Rennes,2.08,1.74,1.1498257839721253,1.3199999999999998,6,6,2,1,2,0,2,3,2,2,1
1241,1,0,0,1,0,Nantes,Paris SG,1.5,2.53,0.9333333333333333,2.4705882352941178,5,10,1,1,3,2,1,2,1,0,4
1242,1,0,0,1,0,St Etienne,Bordeaux,2.02,1.79,2.0930232558139537,0.6857142857142857,12,4,3,1,1,1,3,1,1,1,3
1243,0,1,0,0,1,Rennes,Nice,2.28,1.63,2.0,0.8,5,3,0,3,2,2,2,1,0,3,2
1244,1,0,0,1,0,Montpellier,Toulouse,2.29,1.62,1.8378378378378377,0.7157894736842105,8,4,2,1,2,2,1,2,3,0,2
1245,1,0,0,1,0,Lille,Paris SG,1.64,2.25,0.9237875288683602,2.3255813953488373,10,10,3,1,1,3,1,1,1,0,4
1246,0,1,0,1,0,Strasbourg,Guingamp,2.44,1.55,1.625,0.7738095238095237,13,5,1,4,0,1,2,2,0,2,2
1247,0,1,0,0,1,Monaco,Reims,2.24,1.65,1.7894736842105263,0.85,3,3,1,3,1,1,3,1,2,2,1
1248,1,0,0,1,0,Marseille,Nimes,1.64,2.25,2.7579617834394905,0.7872727272727272,7,9,3,1,1,2,1,2,1,0,1
1249,0,0,1,0,1,Caen,Angers,2.56,1.51,0.9677419354838709,1.1764705882352942,2,8,1,0,4,1,4,0,0,1,4
1250,0,1,0,0,1,Dijon,Amiens,2.45,1.55,1.347826086956522,0.911764705882353,3,4,1,1,3,1,4,0,0,2,2
1251,1,0,0,1,0,Nimes,Rennes,1.91,1.89,1.2037037037037037,1.2037037037037037,9,8,2,1,2,1,2,2,1,0,1
1252,1,0,0,0,1,Toulouse,Nantes,2.43,1.55,1.2916666666666667,0.96875,4,3,2,1,2,1,1,3,1,1,3
1253,0,1,0,0,1,Reims,Lille,2.51,1.52,1.0689655172413794,1.183206106870229,5,6,1,3,1,3,1,1,1,2,2
1254,0,1,0,1,0,Paris SG,Strasbourg,1.25,3.86,10.0,0.5238095238095238,12,10,4,1,0,1,3,1,1,2,1
1255,1,0,0,0,1,Nice,Montpellier,2.65,1.47,1.1450381679389312,1.0,4,8,3,1,1,2,1,2,3,0,2
1256,1,0,0,0,1,Nimes,Caen,2.03,1.79,2.303030303030303,0.6909090909090909,6,3,1,1,3,1,0,4,2,0,0
1257,0,0,1,1,0,Lyon,Dijon,1.39,2.94,5.737704918032787,0.6363636363636364,12,4,3,1,1,1,1,3,3,1,1
1258,0,1,0,0,1,Guingamp,Monaco,2.28,1.63,0.9066666666666666,1.6585365853658538,2,5,1,2,2,1,3,1,2,1,2
1259,0,1,0,1,0,Angers,Rennes,2.35,1.59,1.1851851851851851,1.1851851851851851,9,8,0,5,0,1,3,1,0,2,3
1260,0,1,0,1,0,Amiens,St Etienne,2.37,1.58,1.0333333333333334,1.215686274509804,6,9,1,4,0,2,1,2,0,2,2
1261,1,0,0,0,1,Bordeaux,Marseille,2.19,1.68,0.9444444444444444,1.6190476190476188,5,6,1,3,1,2,2,1,1,2,2
1262,1,0,0,1,0,Strasbourg,Reims,2.51,1.52,1.183206106870229,1.0689655172413794,9,8,1,3,1,2,2,1,1,0,1
1263,1,0,0,0,1,Montpellier,Guingamp,2.3,1.61,1.9428571428571428,0.6476190476190476,10,2,2,1,2,2,1,2,1,4,0
1264,1,0,0,1,0,St Etienne,Nimes,1.79,2.02,2.142857142857143,0.7894736842105263,8,6,3,0,2,1,1,3,1,1,0
1265,0,0,1,0,1,Toulouse,Paris SG,1.47,2.64,0.65,5.2,4,15,1,2,2,5,0,0,0,1,4
1266,0,0,1,1,0,Nantes,Lille,2.49,1.53,1.0333333333333334,1.215686274509804,3,6,1,1,3,3,1,1,0,1,4
1267,0,0,1,0,1,Monaco,Caen,1.8,2.02,3.492647058823529,0.5,6,4,2,2,1,1,1,3,4,0,1
1268,0,0,1,0,1,Dijon,Nice,2.51,1.52,1.2916666666666667,0.96875,1,3,0,1,4,2,1,2,2,0,3
1269,0,1,0,0,1,Amiens,Bordeaux,2.62,1.48,1.24,1.0,5,3,2,3,0,0,3,2,1,2,1
1270,0,1,0,1,0,Marseille,Angers,2.0,1.82,2.450980392156863,0.5,8,6,3,2,0,0,4,1,1,4,0
1271,0,0,1,0,1,Rennes,Lyon,1.64,2.26,0.9,1.8947368421052633,5,11,1,2,2,3,1,1,2,1,2
1272,1,0,0,0,1,Reims,Nantes,2.62,1.48,1.3953488372093024,0.75,10,2,3,2,0,2,1,2,3,1,1
1273,1,0,0,1,0,Lyon,Montpellier,1.62,2.28,3.092857142857143,0.5094117647058823,12,9,3,1,1,1,1,3,2,3,0
1274,0,1,0,0,1,Bordeaux,Rennes,2.46,1.54,1.1450381679389312,1.0344827586206897,3,8,0,3,2,2,2,1,0,2,3
1275,0,1,0,1,0,Nimes,Strasbourg,2.16,1.7,1.350210970464135,1.0,9,5,2,1,2,0,4,1,1,1,0
1276,1,0,0,0,1,Guingamp,Dijon,2.54,1.51,1.4761904761904763,0.775,2,1,2,2,1,0,1,4,3,0,2
1277,0,0,1,1,0,Caen,St Etienne,2.35,1.59,0.8378378378378378,1.409090909090909,3,6,0,2,3,2,0,3,1,0,4
